,base_text,tweet_class
354,Modern slavery could be happening on your doorstep. Let's learn to spot the signs. #SlaveryOnYourDoorstep. More at:,0
355,"#GetConsent, because sex without consent it is rape.

Help and advice is available on our website, where you can easily live chat our team. More advice is available here",0
356,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Burglary #police",0
357,Are you worried that your partner is checking your phone or tracking you online? This could be domestic abuse,0
358,There are agencies across West Yorkshire who specialise in supporting men who have suffered sexual abuse.  If you're ready to talk there are people who are here to listen and offer support,0
359,Stay safe online by only talking to people that you know in real life #WhoRUTalking2 Find out more at:,0
360,"Are you worried that a loved one is at risk of being exploited by extremists? We are here to help.

You won’t be wasting our time. Visit the #ActEarly website for advice and support.

Tap below to find out more.",0
361,"If you're walking with your bike, stay in familiar, safe areas where there are plenty of people around.

Find out more about cycle safety at:",0
362,We will treat all reports of domestic abuse sensitively and victims will be taken seriously,0
363,"Modern slavery could be happening on your doorstep. Let's learn to spot the signs. #SlaveryOnYourDoorstep. 

Find out more at:",0
364,@SandwellPolice Find out more about why we're urging people not to take part in big gatherings here,0
365,"Get access to hundreds of Frequently Asked Questions in the new Ask The Police tool built in to our website. Simply search or use the easy to use A-Z of our most commonly asked questions, save time, do it online, find out more at",0
366,"If you’re worried that someone you know is suffering domestic abuse, tell someone. Find out more at:",0
367,"People looking at indecent images of children have lots of excuses; 'I didn't mean to click on it'; 'It was research'; 'I was just curious' - no excuses, you will be caught",0
368,"Always cycle in well lit, busy streets and follow a route you are familiar with.

Find out more about cycle safety at:",0
369,"We know that it can be extremely difficult for victims of sexual abuse to report what they've been through, especially for men. There are agencies who can offer text or email services if you would rather not speak about what you've been through",0
370,"If you need to report domestic abuse, but don't want to do it over the phone, you can now use our new online form but always phone 999 in an emergency.",0
371,"Domestic abuse tends to spike at this time of year, particularly on Christmas Day and New Year's Day. There's help for everyone",0
372,Action counters terrorism. Have you heard something that could be terrorist related? Report it.,0
373,"Buying the latest electronic gadget for a child this Christmas? Ask the shop assistant to set the security settings for you. Some stores now offer this service. 

Find out more at:",0
374,"Have you got dash cam footage of dangerous driving on the roads of West Yorkshire?

You can now submit it to our portal:",0
375,"If you're convicted of looking at indecent images of children you will be placed on the sex offenders register &amp; you could lose your friends, family or your job",0
376,"If you have been the victim of sexual abuse, you can report it to us and we will do everything we can to help, but if you'd rather not talk to the police there are lots of other agencies who can support you",0
377,"Broadband and network filters usually come free from your service provider. Follow the instructions for applying the filters from your service providers’ websites. 

Find out more at:",0
378,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Theft From Shop #police",0
379,"We’ve recovered drugs, an axe and a firearm after carrying out a series of raids to break up a suspected County Lines supply chain.
Four warrants were executed today on the back of intelligence surrounding an illegal network being run from the West Mids:",0
380,"Domestic abuse isn’t just about couples. 

If you are being abused by a sibling or relative, check out  for a list of charities who can help.

#noexcuseforabuse",0
381,"Phones and tablets are always popular presents for young people at Christmas. Keep them safe online by setting the privacy settings before you wrap it.

Find out more at:",0
382,UPDATE: Appeal to Trace Missing Teenager Shannon Moss #missing,0
383,"Lots of lovely presents this year?  Packaging can be a signal to potential burglars, dispose of boxes and rubbish discreetly #OpDasher",0
384,"We know lots of new couples have moved in together during lockdown to avoid being apart. 

But this has left some people feeling trapped. 

We want you to know you are not alone. 

#noexcuseforabuse",0
385,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Burglary #police,0
386,"Burglaries often increase during the winter months, when burglars take advantage of the longer hours of darkness. 

Have a read of what measures you can take to make your home look occupied:",0
387,"Christmas is going to be different this year however, at GMP we still want to make sure everyone has a safe and enjoyable time. Follow Dasher in a series of videos which will give you handy tips on keeping your home secure from burglars this festive season #OpDasher",0
388,"We know lockdown has been tough on lots of relationships. 

If the romance has given way to fear, you are not alone.

There are people to talk to and places to go if you need help.

#noexcuseforabuse",0
389,"Entries for our #Christmas card competition close this Monday (30th November). 

Find out all the information and how to enter:",0
390,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Theft #police",0
391,"@ashtonciders   Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",0
392,"SURVEY| Don't miss your chance to get involved and shape how we use automatic number plate recognition (ANPR) technology and keep you safe. 

Share your views by completing this survey. Your answers will be kept 100% anonymous.",0
393,"Are you looking for something to do with the kids this weekend? Why not get them to design a Christmas Card?

Find out all the information and how to enter:",0
394,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Interference with Motor Vehicle #police,0
395,"Calling artists aged between 4 to 16 years, can design a corporate Christmas card for Greater Manchester Police demonstrating the different roles in Policing and the work we do to keep communities and the people in them safe. For more information",0
396,"Help us stop scooter thieves in London.

A stolen scooter or moped can be used to commit countless crimes.

Make it difficult for them:

 Lock your scooter 
 Chain the rear wheel 
 Cover it",0
397,Police are appealing for the public’s help to trace a wanted man from the #Bury area.,0
398,"This week is #RoadSafetyWeek. We’re helping to raise awareness about the dangers of speeding. 

The higher the speed, the longer the stopping distance, the harder the crash and the greater the risk of death and injury. 

There is #NoNeedToSpeed.

More at:",0
399,"Seen a dangerous driver? Got footage from your dash cam?

Submit it to our portal:",0
400,"#ReportOnline | If its not an emergency, you can report a crime or incident, pass on info about crime, ask a question or make a complaint through our website 

Online reporting frees our call handlers to deal with emergency 999 and other non-emergency calls",0
401,"We've been busy with phone calls this week.

Did you know there's other ways you can report a non-emergency crime to GMP? 

 #ReportOnline 
 #Livechat  (grey chat button)

Keep the phone lines free for those who need them",0
402,"The winners design will be used as the official Greater Manchester Police Force Christmas Card, receive a Greater Manchester Police Goodie Bag and £10 voucher of their choice.",0
403,"#ReportOnline | Please help us manage our demand and keep our phone lines free for those who need them. 

Instead of calling, you can report crimes via our website (including any possible breaches of Coronavirus measures), or using our #LiveChat facility.",0
404,The internet can be an amazing place for #YourChild but parents should remind them that people may now be who they say they are. Find out more at:,0
405,"SURVEY| Shape how we use automatic number plate recognition to protect the public. 

Share your views &amp; complete our survey anonymously 

Watch this behind the scenes clip to see how #ANPR works.",0
406,How can you report hate and faith hate crime? During Islamophobia Awareness month we are reminding people of the various ways highlighted on our website:,0
407,"SURVEY| We're after your thoughts to shape how we use automatic number plate recognition (ANPR) to protect the public. 

Share your views by completing our anonymous survey  

Watch this video to see behind the scenes how #ANPR works.",0
408,"Children aged between 4 to 16 years, can design a corporate Christmas card for Greater Manchester Police demonstrating the different roles in Policing and the work we do to keep communities and the people in them safe. For more information",0
409,"If you are worried about any kind of domestic abuse, we have specialist officers who can help",0
410,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Theft non specific #police",0
411,"Please help us manage our demand and keep you safe by not calling us unless it is an emergency.   

You can report crimes via our website (including any possible breaches of Coronavirus measures), or using our #LiveChat facility.",0
412,"#ReportOnline | Our phone lines are forecast to be busier than usual this weekend, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. Find out more here",0
413,"We've been extremely busy with phone calls this week.

Did you know there's other ways you can report a non-emergency crime? 

 #ReportOnline 
 #Livechat  (grey chat button)

Keep the phone lines free for those who need them",0
414,"‘Together we’ve got security covered.’

We’re here to help you. Should you need us please call 101, live chat on our website or in an emergency call 999. 

#Staysafe #WestMidlands",0
415,"National restrictions are now in place until 2 December. For more information on the new measures visit 
 
Please continue to: 
 
Wash hands 🧼
 
Cover face  
 
Make space ↔

Let's do our bit to help protect the NHS  #COVID19",0
416,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Theft non specific #police,0
417,"Your child’s design could be our Force #Christmas card. 

Find out all the information and how to enter:",0
418,"@Tg59911352 Hello, complaints can be addressed through our complaints procedure here:  Other options include complaining via 101, in person at a police station or by contacting the IOPC:  Thank you.",0
419,"Running away is never the answer, there are people who can help solve your problems.

Find out more at:",0
420,"Recorded crime continues to fall across West Yorkshire. In the 12 months to June 2020 when compared to the same period the previous year, the latest @ONS publication reveals significant reductions. 

Find out more, and see the full statistics, at",0
421,"#ScamAlert | We are aware of fraudsters targeting all health conditions from acne, AIDS, cancer, or impotence. Please help us to share this message to safeguard our community. For up to date news on scams follow us on Twitter @gmpfraud",0
422,A candle has been lit at our Wakefield HQ in memory of Sgt John Richard Speed who was killed on this day in 1984. #WeWillRemember,0
423,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield East and South East in relation to the crime of : Theft From Shop #police",0
424,"We've also created a downloadable card for you to print out and put in your window, letting people know that you don't want trick or treaters.

Get your copy here  

Stay safe this season.",0
425,"With the nights drawing in, we've got lots of advice to keep you, your family and home, safe.

 Darkness provide perfect cover for burglars who can easily spot an open window in an empty room, see valuables through curtains, or try a door

More",0
426,"#Fireworks can be set off every day of the year from 7am to 11pm (it's midnight on 5 November).

 You can buy them if you're 18. 

 It's a crime for under 18s to have them in public.

 It's illegal to throw or set them off in public.

More",0
427,"If you need to report ASB, you can get in touch with us via live chat from 8am to midnight. Always call 999 in an emergency.

 Don’t feel pressured to answer the door to unexpected callers.

 If you're expecting a caller, always ask for ID.

More",0
428,"We’re appealing for witnesses following a road rage incident on Oxford Street, Bristol at around 6pm on Tuesday 20 October.

More: 

If you can help, please call 101 quoting crime reference 5220239180.",0
429,"Criminals will target young people and ask them to use their bank accounts for moving money which is linked to crimes such as firearms, drugs and human trafficking. 

Click here to find out more",0
430,"This year, many Halloween traditions are to be avoided due to restrictions that are currently in place across  West Yorkshire.

We are urging the public to enjoy the festivities at home to help stop the spread of Coronavirus. 

More at:",0
431,"Today, we remember PC Mark Goodlad, who sadly lost his life on this day in 2011. #WeWillRemember",0
432,"The clocks go back on Sunday, so here's a quick reminder to not only check your clocks but your home security too.

 As nights get darker we see a rise in break-ins. Burglars lookout for homes that look empty.

  Don't make your home an easy target: Lock up, lights on.",0
433,"#GreaterManchester is now in the 'Very High' local covid alert level
You must
 Not mix with other households indoors 
 Only meet people outdoors in open public spaces in groups of up to 6 
 Reduce the number of journeys 
 Avoid travel outside the area unless needed",0
434,"Stay safe this #Halloween. 

Many traditions such as trick or treating are to be avoided due to restrictions that are currently in place across all of the county of West Yorkshire.",0
435,"West Yorkshire Police has very active staff networks who provide support and guidance to their members.  

Our Black Police Association has provided resources to the force for Black History Month.",0
436,Wishing a happy Navratri to the Hindu community celebrating in West Yorkshire and beyond.,0
437,"@pops_arthjr  Hi Aled, thanks for getting in touch. The social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thank you",0
438,"It only takes two seconds to put on a mask, and it helps save lives. 

Gov guidance: 

#HandsFaceSpace #SafeGM",0
439,Have you thought about getting a steering lock for your car? It’s a simple and a visual deterrent that adds an extra layer of security to your car.,0
440,"Please protect yourself and others by wearing a mask, washing your hands and staying socially distant. 

Gov guidance: 

#HandsFaceSpace #SafeGM",0
441,Are you worried that your partner is tracking you online or checking your phone? This could be domestic abuse,0
442,"Did you know you can contact our Customer Contact Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call.

Save time, do it on line.",0
443,"Three simple actions we must all do to keep on protecting each other 

 Keep washing your hands regularly

 Wear a face covering in enclosed spaces

↔ Stay at least 2 metres apart

Keep up to date with the guidance:",0
444,"There are simple but effective ways we can all help prevent the spread of coronavirus:

 Wash your hands

 Wear a face covering

↔ Make space

More info here: 

#HandsFaceSpace #SafeGM",0
445,"@WASP_BS7 Hi, we can't take reports via Twitter as it's not monitored 24/7. You can report parking infringements to the local council:  Or report parking obstructions to your local policing team:",0
446,"You must wear a face covering (unless exempt) on public transport , in shops and supermarkets , and other enclosed spaces . This is both for your safety and the safety of others.

Find full information here  

#SafeGM",0
447,"Fines for not wearing a face covering will double for those who repeatedly do not wear one in areas that you are advised to (unless exempt).

Find more information on face coverings here: 

#SafeGM",0
448,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Theft From Shop #police",0
449,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds West in relation to the crime of : Theft #police",0
450,"Has your car got keyless entry? 

Have a read about what you can do to protect your vehicle.",0
451,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield North East and Rural in relation to the crime of : Theft From Shop #police",0
452,"If you have symptoms of COVID-19 or have tested positive, you must self-isolate for at least 10 days. 

Not only will this protect you from a potential £1,000 fine, but it will also help protect others from catching it.

More info",0
453,"You could be contagious with #coronavirus without having developed symptoms yet, wear a face covering and protect each other .

More info  

#SafeGM",0
454,Are you worried that your partner is trying to control your behaviour? This could be domestic abuse,0
455,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Public Order #police",0
456,"If someone’s offered you money or expensive gifts in exchange for putting their money in your bank account, it might seem like a quick win, but there is probably a catch. Find out more at:",0
457,"There are simple but effective ways in which we can all help prevent the spread of coronavirus:
Wash your hands
Wear a face covering
Make space
More info here: 
#HandsFaceSpace #SafeGM",0
458,90 people die each year because their smoke alarm is not working. Don’t become a statistic – test your smoke alarm today.  #SafeHome20,0
459,"You must wear a face covering (unless exempt) on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others.
Find full information here: 
#SafeGM",0
460,"Latest #Police Staff #Job

Crime Scene Surveyor 
Regional Scientific Support Services
#Wakefield

Salary £29,064 - £30,951 per annum
Vacancy Ref – RS337

The application process will close at 23:55 hours on Friday 9th October 2020.

Apply online at:",0
461,"#SafeGM | Pubs, bars &amp; restaurants now close at 10pm
 
If you’re out this evening, it’s important to plan your journey home   
 
 Remember your face covering if you’re using public transport, taxis or a private hire service
 
 Don’t drink &amp; drive",0
462,"Please protect yourself and others by wearing a mask , washing your hands  and staying socially distant ↔. 
Full Gov guidance: 
#HandsFaceSpace #SafeGM",0
463,"#SafeGM | Pubs, bars &amp; restaurants now close at 10pm
 
If you’re out this weekend, please plan your journey home. It may be busier after 10pm

If using public transport: 
 wear a face covering
↔ keep your distance
 follow guidance

Follow @OfficialTfGM for travel advice",0
464,"Have you been offered some ‘easy money’ just for allowing someone else to use your bank account? If something seems too good to be true, it probably is. See our website for more information",0
465,"Thank you to everyone who is continuing to: 

Limit contact with others
🧼 Wash hands 
Wear a face covering 
 ↔Keep your distance 

By following these rules, you are protecting yourselves and your loved ones",0
466,"If you go to a pub or restaurant, you now have to wear a mask when you’re not seated.

The country is at a critical point, let's all do our bit to help stop the spread of #coronavirus.",0
467,"Pubs and restaurants are now required to shut at 10pm as part of efforts to stop the spread of #coronavirus.

We’ll be out this weekend making sure they stick to the rules, and helping and encouraging the public to do their bit.",0
468,"If you are deaf, hard of hearing or speech-impaired there are various methods you can use to get in contact with the emergency services

See our image below for examples of when to use 101 Live Chat or TypeTalk 18001 101

Find out more at: 

#IWDeaf #Deaf",0
469,"Three years on from the murder of Jude Gayle, 30, in #WestNorwood #Lambeth police continue to appeal for information to identify his attacker. Can you help? Please call 0208 721 4961 with info or to remain anonymous visit crimestoppers_uk.org.",0
470,"@BathCA Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",0
471,"You must wear a face covering (unless exempt) on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others.

Find full information here  

#SafeGM",0
472,"We know it isn't easy for everyone to self-isolate.  

Support is available to help you do this and stop coronavirus in Greater Manchester. 
 

Local authority community hubs can also help",0
473,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Serious Offence #police",0
474,"We know that some people may be affected by the Manchester Arena Inquiry. The inquiry is expected to last for several months. If you're struggling, the GM Resilience Hub is open Mon to Thurs 9am to 5pm and Fri 9am - 1pm. Phone 0333 009 5071 or Email gm.help@nhs.net",0
475,"#ScamAlert | Greater Manchester Police have seen an increase in reports of phishing emails relating to fraudsters purporting to be offering victims refunds for TV Licensing. Please share to help protect our community. For latest info &amp; scams, please follow us on twitter @gmpfraud",0
476,"Remember to wash your hands , cover your face  and make space ↔. It's important to do all three to help reduce the spread of coronavirus. 

Full Gov guidance  

#HandsFaceSpace #SafeGM",0
477,"Remember, we all have a part to play in reducing the spread of coronavirus 🦠 

 Limit contact with others
🧼 Wash hands 
 Wear a face covering 
 ↔ Keep your distance 

By following these rules, we are protecting ourselves and our loved ones",0
478,Shana Tova to all those celebrating #RoshHashanah across West Yorkshire and beyond.,0
479,"@anniehysterical Hi Annie, thank you for your message. Sorry to hear that you have been kept waiting. Officers will be in contact as soon as duties allow.",0
480,@ChristopherEmm4 Hi Christopher – thanks for your message. We can’t take info or reports via social media. Please use our online form to report breaches of COVID-19 regulations or call 101 if the breach is happening now:  - thank you.,0
481,#ScamAlert | We have seen an increase in hot tub frauds since the start of the pandemic. Please share this message to protect our community. For up to date information and latest scams please follow us on twitter @gmpfraud.,0
482,"@JustAH0bbit Hello, thank you for contacting us. Social Media is not monitored 24/7. We do not accept reports via social media. You can report crime and incidents on our website here:  or through our livechat service. You can also report through 101. Thank you.",0
483,"Remember, we all have a part to play in reducing the spread of coronavirus 🦠

 Limit contact with other people
🧼  Wash hands 
 Wear a face covering 
↔ Keep your distance 

By following these rules, we are protecting ourselves and our loved ones",0
484,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Public Order #police",0
485,"The family of Jacob (pictured) said: “He was a funny, caring and wonderful person who was loved by every single person he met.""",0
486,The internet can be an amazing place for #YourChild but parents should remind them that people may now be who they say they are.,0
487,"Did you know, you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker : 
Save time, do it online.",0
488,"#ReportOnline | Our phone lines are forecast to be busier than usual this weekend, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. 

Find out more here",0
489,"A number of Positive Action recruitment events will be taking place soon. 

These events are intended for people from BAME backgrounds to enable them to find out more about police officer recruitment. 

For a full list of events, please see here:",0
490,"Today, we remember PC Andrew Winterburn, who sadly lost his life on this day in 2003. #WeWillRemember",0
491,"Did you know, you can report certain crimes on our website - in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online.",0
492,There is a Public Space Protection Order in place in #Manchester City Centre which prohibits the consumption of alcohol in a non-licensed public place and will be enforced this weekend by Greater Manchester Police.,0
493,"#ReportOnline | If its not an emergency, you can report a crime or incident, pass on info about crime, ask a question or make a complaint through our website  

Online reporting frees our call handlers to deal with emergency 999 &amp; other non-emergency calls.",0
494,"Latest #Police Staff #Job

Regional Forensic Services Manager
Forensic Services Unit

#CalderPark #Wakefield
Salary £49,023 - £52,332 per annum
Vacancy Ref – RS332

The application process will close at 23:55 on the 18th September 2020.

Apply online at:",0
495,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Assault #police",0
496,"Please do not call 101 or 999 for clarification on COVID-19 regulations. If you need more info on the regulations in Greater Manchester, please visit  To report a possible breach in COVID-19 visit",0
497,"We've been extremely busy with phone calls this week, and the demand for our services is high. In an emergency, always dial 999 - we prioritise these calls. You can report other incidents online:  or use our livechat service if you need to speak to someone.",0
498,"Running away is never the answer, there are people who can help solve your problems.
Find out more at:",0
499,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Serious Offence #police",0
500,"If you're caught looking at indecent images of children online you will be caught, get help to change your behaviour before it's too late.  Anonymous advice &amp; information is available from Stop It Now. Confidential Helpline 0808 1000 900",0
501,"Did you know, you can report certain crimes on our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online.",0
502,We are recruiting Police Officers. New recruits can 'earn while they learn' and will complete an apprenticeship and study for a degree as part of the training:,0
503,"#Facecovering | You MUST wear a face covering on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others. #safeGM",0
504,"Join us on Facebook Live on Tuesday 18th August at 3pm, where we’ll be discussing how we welcome and support people of different faiths within the Force and also talking about our latest recruitment opportunities.",0
505,"Last weekend 60% of the calls made to GMP were related to clarification on the new COVID-19 regulations. If you need more info on the new regulations in the North West, please visit  To report a possible breach in COVID-19 visit",0
506,"Are you looking for a new career? Do you want to make a real difference to local communities, in a job where no two days are ever the same? Why not apply to be a police officer? Recruitment is open now:",0
507,"It's still everyone's job to control the virus. 

↔ keep your 1m+ distance
 Wear a face mask where necessary 
🧼 Wash your hands",0
508,"Did you know, you can report crime through our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones &amp; tablets. Save time, do it online.",0
509,"If you're heading out tonight, enjoy yourself sensibly. It's still everyone's job to control the virus. 

↔ keep your 1m+ distance
 Plan your route home - you may need a mask
🧼 Wash your hands
Take hand sanitiser
🥂 Drink responsibly",0
510,"@bridgebaddies Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",0
511,"Do not put others at risk of the virus. Make sure that if you are out, you are disposing of your litter responsibly .

Respect the outdoors this weekend and keep it clean and safe for everyone 

#SafeGM",0
512,Do you have what it takes to be a Police Officer? Recruitment is now open for our Police Degree Apprenticeship. Click here to find out more:,0
513,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Assault #police",0
514,"#ReportOnline | Our phone lines can get very busy at times, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. Find our more here",0
515,Don't wait on the phone! You can report non-emergency crimes to us online through our livechat service or our online reporting tools,0
516,"The key to preventing the raves is early intelligence. If you have any information on a rave taking place or hear about an event, please contact us on 101 or via our online reporting. Your help can ultimately save lives!",0
517,"Whether a victim or witness, don't suffer hate crime in silence - help and support is available. Report online at  Always call 999 in an emergency.",0
518,"Help put a stop to hate crime in Greater Manchester. If you see it, report it, or intervene if it’s safe to do so – don’t be a bystander. Report online:  or call 999 in an emergency. For more info on how we’re tackling hate crime",0
519,Do you know where your children are? If you think they may be at a rave please highlight the dangers to them in order to discourage them from going. Illegal raves could result in your child being arrested or facing prosecution.,0
520,A candle has been lit at Police HQ today in memory of PC Alfred Austwick who was killed on this day in 1886 #WeWillRemember,0
521,"On a hot day  it may seem like a great idea to cool down in a lake or river 

However, we strongly advise you stay out of the water. There are too many risks that you can't see hidden below the surface 

Watch this  from @canalrivertrust &amp; visit their site to #bewatersafe",0
522,"#EidMubarak to all those celebrating #EidAlAdha, from everyone at West Yorkshire Police.",0
523,"Eid Mubarak from all at Greater Manchester Police, we hope you have a happy and blessed time. #EidAlAdha",0
524,"Did you know, you can report crime online, through our website, in your own time and at your own convenience. 

Our website is fully responsive and designed for use on smartphones and tablets. Save time, do it online.",0
525,"#SafeStaycation | Our back gardens are a great place to holiday at home. After you’ve trimmed hedges and picked out the weeds, padlock your shed to keep tools safe",0
526,"Police Officer recruitment is open. You can apply to become a Police Degree Apprentice and earn while you learn. Salary starts at £20,879 per year. Apply now:",0
527,"Today, we remember PC David Andrew Sykes, who sadly lost his life on this day in 1986. #WeWillRemember",0
528,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Theft #police",0
529,"Have you heard about a rave or unlicensed music event happening this weekend? If so, please call 101 because so we can take preventative action as these events often don’t have plans in place to:

1) Keep everyone safe.
2) Keep noise levels respectful.
3) Manage extra traffic.",0
530,"People caught looking at indecent images of children have lots of excuses; 'I didn't mean to click on it'; 'It was research'; 'I was just curious' - no excuses, you will be caught",0
531,"We’ve launched a social media campaign targeting online abusers amid spiralling cases of harassment during the #COVID19 lockdown. 

Cases of online harassment have leapt by 40% in recent weeks as people spend more time on social media.

More",0
532,"Did you know, you can report crime online via our website, in your own time &amp; at your own convenience. Our website is fully responsive &amp; designed for use on smartphones &amp; tablets. 
Save time, do it online.",0
533,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Theft non specific #police",0
534,#SafeStaycation | Got your old bike out during lockdown?  Don’t forget to dust off your D-lock or buy a new one. We hope you have some great rides out this summer.,0
535,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Criminal Damage #police",0
536,#SafeStaycation | Where do you keep your keys? Make sure you keep them well away from letterboxes to beat car thieves and burglars.,0
537,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Theft from Motor Vehicle #police,0
538,"#JOBS| Could you bring to life our compelling history? 

Do you have experience of working with museum collections and bringing their stories to life in new and compelling ways? 

We have a new &amp; exciting role for a Heritage Manager.

 Find out more",0
539,"Please plan ahead, allow extra time for your journey, and be patient when travelling. Consider walking or cycling where you can. If you need to use public transport: 
 avoid peak times 
 wear a face covering 
↔ keep your distance 
 follow operator guidance",0
540,"If you are going out with a group of friends this weekend, remember look after yourself by staying within your group. If you go out together, stay together, and get home safely together. Please drink responsibly and plan your journey in advance.",0
541,"If you have any concerns regarding drink/ drug driving then please report them to us via our website:  Alternatively report through our livechat service, Crimestoppers, or by calling 101. Always dial 999 in an emergency.",0
542,"The key to preventing the raves is early intelligence. If you have any information on a rave taking place or hear about an event, please contact us on 101 or via our online reporting. Your help can ultimately save lives",0
543,"If you are going out this weekend, remember look after yourself by staying within your group, drinking responsibly and planning how you are getting home.",0
544,"#SafeStaycation | Are you off for a nice day out somewhere today? If so, please make sure you pack your valuables out of sight before you lock the car, or better still take them with you",0
545,Latest News :  West Yorkshire Police Response to National Crime Statistics #police,0
546,A candle has been lit at Police HQ today in memory of PC Arthur Jagger who was killed on this day in 1951. #WeWillRemember,0
547,Candle lit at Police HQ today in memory of Insp Duncan Fraser who was killed on this day in 1951. #WeWillRemember,0
548,"@roderickadieu Hi Rod, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",0
549,"Online harassment and stalking is illegal. Just because it’s easy to do doesn’t mean it’s right – think before you type.

If you’re suffering online harassment we are here to help – check out our advice online.",0
550,"Online harassment and stalking is illegal. Social networking sites can help facilitate stalking and harassment, enabling offenders to impersonate others online or to send or post hostile messages to their victim.

Get help and advice online",0
551,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Theft from Vehicle #police,0
552,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield North East and Rural in relation to the crime of : Theft #police",0
553,Find out more at:,0
554,We would encourage those visiting pubs and bars to enjoy themselves but continue to follow the guidelines. Many businesses and venues are reopening this weekend but new measures will mean a change in the way they operate.,0
555,"Please plan ahead, allow extra time for your journey, and be patient when travelling. Consider walking or cycling where you can.

If you need to use public transport: 
 avoid peak times
 wear a face covering
↔ keep your distance
 follow operator guidance",0
556,"You should only visit restaurants, bars and pubs with others in your household or support bubble or with one other household. It is against the law to gather in groups of more than 30 people, except for limited circumstances as set out in the law.",0
557,"There is a dedicated policing operation in place and you may see a much higher police presence in the city centre and surrounding areas. Enjoy yourself, but do this within the law and respect those around you.",0
558,Officers will be out tackling dangerous drivers to improve the safety of other road users in an effort to reduce the number of collisions caused by irresponsible drivers,0
559,Social distancing measures remain in place and you are still required to keep a minimum of one-metre distance between you and anyone outside of your household. A distance of 2m should be kept where possible.,0
560,"If you're heading out tonight, enjoy yourself sensibly. It's still everyone's job to control the virus. 

↔ keep your 1m+ distance
 Plan your route home - you may need a mask
🧼 Wash your hands
 Take hand sanitiser
 Drink responsibly",0
561,"A candle has been lit at Police HQ today, in remembrance of PC John Kew. #WeWillRemember",0
