,base_text,tweet_class
365,"If you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime updates tailored to your interests. You can find out more at",1
366,"If you're worried about online grooming there are people who can help, who won't blame or judge you #WhoRUTalking2",1
367,"Do you need Police assistance but don't know your exact location? If you have GPS, #What3Words can pin your location down to 3 metres, and can be used online or via the official app. You can find out more about the app at:",1
368,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Serious Offence #police,3
369,"If you're worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs of who you can contact. More at:",1
370,"If you are worried about any kind of domestic abuse, tell someone, we have specialist officers who can help and are still here for you during the Coronavirus lockdown",1
371,"Are you worried about an older person that you know? Do you suspect a member of their family may be controlling them into giving them money?  This could be domestic abuse. You can report this to the police, but you can also speak to Crimestoppers anonymously on 0800 555 111.",1
372,Some male victims worry that if they report sexual abuse they won't be believed.  That is not the case. We take all reports seriously and we're here to listen,1
373,"Fraudsters are trying to take advantage of the #coronavirus vaccine rollout.

 Ignore communications which claim to be from @NHSuk but ask for a payment, passwords or bank details. 

 @NHSuk will never ask for those.

Tap for more info and advice",1
374,"In the last two years over 8,200 bikes were reported as stolen in West Yorkshire. Follow our tips for cycle crime prevention",1
375,Have you been asked to use your bank account to move or withdraw money for someone else? They might have offered you a cut of the money. This could be linked to a type of money laundering. Find out more at,1
376,"Once you sign up to West Yorkshire Community Alert, you can specialise your interest groups and receive crime information tailored to your interests. You can find out more at",1
377,Near miss caught on dash cam? Did you know that since July more than 1200 people have submitted footage to West Yorkshire Safer Roads Op Snap. More than 59% have resulted in further action. Help us to make the roads safer,3
378,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you are in.",1
379,"One in three people with #coronavirus does not show any symptoms, although they can still pass the disease to
someone who might be at a higher risk of developing a life-threatening illness.

We must all #StayHome. 

This will help protect ourselves and our families and friends.",1
380,"#CORONAVIRUS | Thank you to everyone who's doing their bit and saving lives.

 It's vital that we stick to the rules to stop the spread.

 If you're not sure what the rules mean for you, tap the link below.

#StayHome",1
381,"If you're worried that a child could be at risk of neglect or abuse during Covid-19, the NSPCC have advice on spotting the signs of who you can contact. Find out more at:",1
382,"#CORONAVIRUS | We must all #StayHome. 

 This will help us to protect ourselves and our families and friends, and reduce the pressure on the NHS. 

 We thank everyone who's doing their bit and saving lives.

 If you're not sure on the rules, tap the link below.",1
383,Have you been asked to use your bank account to move or withdraw money for someone else? They might have offered you a cut of the money. This could be linked to a type of money laundering. Find out more at:,1
384,We will treat all reports of domestic abuse sensitively and victims will be taken seriously. We are still here for you 24/7 during the Coronavirus lockdown,1
385,Could you benefit from our Telephone Witness Statement service? The service allows those who have been subject of a crime to provide a statement over the phone without ever having to attend a police station or receive a visit.,1
386,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even if you're in.",1
387,"We're backing #FGMZeroToleranceDay2021.

#FGM survivor Sarian Karim Kamara knows cutters visit communities here. 

 She asks that you tell us what you know.

 Live chat easily via our website below, or call @CrimestoppersUK on 0800 555 111. 

 Together we can #EndFGM.",2
388,@SandwellPolice,2
389,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Theft From Shop #police",3
390,Looking at indecent images of children isn't a victimless crime. If you're convicted you will be placed on the sex offenders register,1
391,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances. Keep doors and windows locked, even when you're in.",1
392,"#ScamAlert | Nationally more than 110,000 households have been affected by this crime. Perpetrators of these scams are believed to be linked to Serious &amp; Organised criminal activity &amp; electricity suppliers are urging customers not to get involved. Follow @gmpfraud for latest info",1
393,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Make off without payment #police",3
394,"We're looking for someone to lead &amp; develop our Corporate Communications team in a fast moving &amp; challenging environment. Do you have the skills?

Read more about this exciting opportunity",1
395,"Older people can often be taken advantage of by members of their own family, who control them into giving them money. This is domestic abuse and during the Coronavirus lockdown they could be even more vulnerable. 

Help is available:",1
396,"Even though most of us will be in our homes for longer periods, some sneak in burglars will still take their chances, keep doors and windows locked, even when you're in.",1
397,"Criminals will target young people and ask them to use their bank accounts for moving money which is linked to crimes such as firearms, drugs and human trafficking. Click here to find out more",1
398,"Do you need Police assistance but don't know your exact location? If you have GPS, #What3Words can pinpoint your location down to 3 metres, and can be used online or via the official app. You can find out more about the app at:",1
399,"If you're a victim of #domesticabuse you can now access support safely and discreetly at participating pharmacies

If a pharmacy has the ASK FOR ANI symbol on display, this means they are ready to help

For further information visit:   

#YouAreNotAlone",1
400,"If you need to report domestic abuse but don't want to do it over the phone, you can now use our new online form but always phone 999 in an emergency. You can find out more at:",1
401,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Assault #police",3
402,We understand the Coronavirus lockdown can be especially difficult for victims of domestic abuse. We are here to help.,1
403,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Serious Offence #police,3
404,"#ScamAlert | Nationally in 2020, victims reported losing £2,148,976 to this type of fraud. December 2020 saw a 22% national increase. Our @gmpfraud team continues to target offenders &amp; disrupt this activity. In 2020 our Fraud Triage Team helped victims to recover £3 million.",1
405,"The rules are clear - you should only leave your house for essential reasons.

The new strain of #Covid19 is spreading fast and we all have a responsibility to prevent this spread.

Stay home, protect the NHS, save lives.",1
406,"All house parties are a serious breach of the current COVID-19 regulations. Those with over 15 people in attendance will face the largest fine of £800 per person, but those under 15 can still face a fine of up to £200",1
407,House parties drastically increase the spread of COVID-19. Think of others before deciding to go as you could pass this on to more vulnerable members of your family,1
408,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford in relation to the crime of : Public Order #police,3
409,"Even in lockdown, we're still here to deliver a great service and keep you safe, 24/7.

 You can get advice and report some crimes on our website, while our live chat is often quicker than ringing us.

 Tap the link below to see how we can help you today.",1
410,"We are reviewing how we use our social media. 

Help us to improve, take our survey:",3
411,"Do you need Police assistance but don't know your exact location? If you have GPS #What3Words can pin your location down to 3 metres, and can be used online or via the official app. You can find out more about the app at:",1
412,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Criminal Damage #police,3
413,"If you have been the victim of sexual abuse, you can report it to us and we will do everything we can to help, but if you'd rather not talk to the police there are lots of other agencies who can help and support",1
414,If you are caught looking at indecent images of children you could be subject to social care referrals for any children you have access to,1
415,We will treat all reports of domestic abuse sensitively and victims will be taken seriously,1
416,You can keep safe online by only talking to people that you know in real life #WhoRUTalking2,1
417,"Appeal: Serious Road Traffic Collision, Leeds #police",3
418,"“I have been asking the government to consider that the unique environments in which frontline colleagues work are properly recognised in the prioritisation process for vaccines.”

In @thetimes article today, the Commissioner has also called for vaccines for frontline officers.",1
419,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Make off without payment #police,3
420,"If you sometimes feel vulnerable while you’re out cycling, why not consider carrying a personal attack alarm?

Find out more about cycle safety at:",1
421,#ReportOnline | Please only call 999 in an emergency and for all non-emergencies please report online at,1
422,There are a number of agencies across West Yorkshire who specialise in supporting men who have suffered sexual abuse.  If you're ready to talk there are people who are here to listen and offer support,1
423,"Do you need Police assistance but don't know your location? If you have GPS, #What3Words can pin your location down to 3 metres, and can be used online or via the official app. You can find out more about the app at:",1
424,"If you need to report domestic abuse but don't want to do it over the phone, you can now use our new online form but always phone 999 in an emergency.",1
425,"Stay Home
 Protect the NHS
 Save Lives",1
426,If you are worried about domestic abuse but don't want to speak to the police there are lots of agencies that can help,1
427,"When planning your cycle route, make sure you know where CCTV is located, as this can help keep you safe. 
 
Find out more about cycle safety at:",1
428,"If you’re worried about returning to school after the holidays, there are people you can speak to about your problems, and they can help you.  

Running away is never the answer.",1
429,"No matter your gender, age, ethnicity or sexual orientation, if you have suffered sexual abuse there are people who can help you. You will be listened to and you will be believed",1
430,"Cycling is becoming more popular, with a 60% increase in bike sales during April 2020.  But bikes are also attractive to burglars who may try to steal them as part of wider organised crime activity.  See our tips on how to keep yours safe",1
431,Domestic abuse can take the form of physical violence but it can also be controlling behaviour. Help is available for everyone. Find out more at:,1
432,"Last year we saw more than 450 arrests for drink and drug driving more than any other month in the year. Don’t take the risk. 

#WYPTheCost

Find out more at:",1
433,If you have been sexually abused you can contact a specialist agency who can support you. You don't have to involve the Police if you don't want to,1
434,"Today, we remember PC Tony Sweeney, who sadly lost his life on this day in 2012. #WeWillRemember",2
435,#GMCommunityHubs | Help and support is available across Greater Manchester if you need help getting food and medical supplies. Please find contact details and opening times each geographical area below.,1
436,Modern slavery could be happening on your doorstep. Let's learn to spot the signs. #SlaveryOnYourDoorstep. More at:,1
437,"#GetConsent, because sex without consent it is rape.

Help and advice is available on our website, where you can easily live chat our team. More advice is available here",1
438,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Burglary #police",3
439,Are you worried that your partner is checking your phone or tracking you online? This could be domestic abuse,1
440,There are agencies across West Yorkshire who specialise in supporting men who have suffered sexual abuse.  If you're ready to talk there are people who are here to listen and offer support,1
441,Stay safe online by only talking to people that you know in real life #WhoRUTalking2 Find out more at:,1
442,"Are you worried that a loved one is at risk of being exploited by extremists? We are here to help.

You won’t be wasting our time. Visit the #ActEarly website for advice and support.

Tap below to find out more.",1
443,"If you're walking with your bike, stay in familiar, safe areas where there are plenty of people around.

Find out more about cycle safety at:",1
444,@SandwellPolice Find out more about why we're urging people not to take part in big gatherings here,2
445,"Get access to hundreds of Frequently Asked Questions in the new Ask The Police tool built in to our website. Simply search or use the easy to use A-Z of our most commonly asked questions, save time, do it online, find out more at",1
446,"If you’re worried that someone you know is suffering domestic abuse, tell someone. Find out more at:",1
447,"People looking at indecent images of children have lots of excuses; 'I didn't mean to click on it'; 'It was research'; 'I was just curious' - no excuses, you will be caught",1
448,"Always cycle in well lit, busy streets and follow a route you are familiar with.

Find out more about cycle safety at:",1
449,"We know that it can be extremely difficult for victims of sexual abuse to report what they've been through, especially for men. There are agencies who can offer text or email services if you would rather not speak about what you've been through",1
450,"If you need to report domestic abuse, but don't want to do it over the phone, you can now use our new online form but always phone 999 in an emergency.",1
451,"Domestic abuse tends to spike at this time of year, particularly on Christmas Day and New Year's Day. There's help for everyone",1
452,Action counters terrorism. Have you heard something that could be terrorist related? Report it.,1
453,"Buying the latest electronic gadget for a child this Christmas? Ask the shop assistant to set the security settings for you. Some stores now offer this service. 

Find out more at:",1
454,"Have you got dash cam footage of dangerous driving on the roads of West Yorkshire?

You can now submit it to our portal:",3
455,Happy #Hanukkah to all celebrating in West Yorkshire and beyond.,2
456,"If you're convicted of looking at indecent images of children you will be placed on the sex offenders register &amp; you could lose your friends, family or your job",1
457,"Today, a candle has been lit at our Police HQ in memory of PC William Peet who was killed on this day in 1877. #WeWillRemember",2
458,"If you have been the victim of sexual abuse, you can report it to us and we will do everything we can to help, but if you'd rather not talk to the police there are lots of other agencies who can support you",1
459,"Broadband and network filters usually come free from your service provider. Follow the instructions for applying the filters from your service providers’ websites. 

Find out more at:",1
460,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Keighley in relation to the crime of : Theft From Shop #police",3
461,"We’ve recovered drugs, an axe and a firearm after carrying out a series of raids to break up a suspected County Lines supply chain.
Four warrants were executed today on the back of intelligence surrounding an illegal network being run from the West Mids:",1
462,"Domestic abuse isn’t just about couples. 

If you are being abused by a sibling or relative, check out  for a list of charities who can help.

#noexcuseforabuse",1
463,"Phones and tablets are always popular presents for young people at Christmas. Keep them safe online by setting the privacy settings before you wrap it.

Find out more at:",1
464,UPDATE: Appeal to Trace Missing Teenager Shannon Moss #missing,3
465,A candle has been lit at Police HQ today in memory of PS Joseph Parker Crosby Winpenny who was killed on this day in 1895. #WeWillRemember,2
466,"Lots of lovely presents this year?  Packaging can be a signal to potential burglars, dispose of boxes and rubbish discreetly #OpDasher",1
467,"We know lots of new couples have moved in together during lockdown to avoid being apart. 

But this has left some people feeling trapped. 

We want you to know you are not alone. 

#noexcuseforabuse",1
468,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield in relation to the crime of : Burglary #police,3
469,"Burglaries often increase during the winter months, when burglars take advantage of the longer hours of darkness. 

Have a read of what measures you can take to make your home look occupied:",1
470,"Today, we remember Sgt Terence Irving, who sadly lost his life on this day in 1991. #WeWillRemember",2
471,"Christmas is going to be different this year however, at GMP we still want to make sure everyone has a safe and enjoyable time. Follow Dasher in a series of videos which will give you handy tips on keeping your home secure from burglars this festive season #OpDasher",1
472,"We know lockdown has been tough on lots of relationships. 

If the romance has given way to fear, you are not alone.

There are people to talk to and places to go if you need help.

#noexcuseforabuse",1
473,"Entries for our #Christmas card competition close this Monday (30th November). 

Find out all the information and how to enter:",2
474,A candle has been lit at Police HQ today in memory of Supt Thomas Birkhill who was killed on this day in 1887. #WeWillRemember,2
475,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Theft #police",3
476,"@ashtonciders   Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
477,"SURVEY| Don't miss your chance to get involved and shape how we use automatic number plate recognition (ANPR) technology and keep you safe. 

Share your views by completing this survey. Your answers will be kept 100% anonymous.",3
478,"Are you looking for something to do with the kids this weekend? Why not get them to design a Christmas Card?

Find out all the information and how to enter:",2
479,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds in relation to the crime of : Interference with Motor Vehicle #police,3
480,"Calling artists aged between 4 to 16 years, can design a corporate Christmas card for Greater Manchester Police demonstrating the different roles in Policing and the work we do to keep communities and the people in them safe. For more information",2
481,"Help us stop scooter thieves in London.

A stolen scooter or moped can be used to commit countless crimes.

Make it difficult for them:

 Lock your scooter 
 Chain the rear wheel 
 Cover it",1
482,"Today, we remember PC Conal Daood Hill, who sadly lost his life on this day in 2006. #WeWillRemember",2
483,"Today, we remember PC Sharon Beshenivsky. Killed on this day in 2005. We will remember her.",2
484,Police are appealing for the public’s help to trace a wanted man from the #Bury area.,3
485,"This week is #RoadSafetyWeek. We’re helping to raise awareness about the dangers of speeding. 

The higher the speed, the longer the stopping distance, the harder the crash and the greater the risk of death and injury. 

There is #NoNeedToSpeed.

More at:",1
486,"Seen a dangerous driver? Got footage from your dash cam?

Submit it to our portal:",3
487,"#ReportOnline | If its not an emergency, you can report a crime or incident, pass on info about crime, ask a question or make a complaint through our website 

Online reporting frees our call handlers to deal with emergency 999 and other non-emergency calls",1
488,"We've been busy with phone calls this week.

Did you know there's other ways you can report a non-emergency crime to GMP? 

 #ReportOnline 
 #Livechat  (grey chat button)

Keep the phone lines free for those who need them",1
489,"The winners design will be used as the official Greater Manchester Police Force Christmas Card, receive a Greater Manchester Police Goodie Bag and £10 voucher of their choice.",1
490,"#ReportOnline | Please help us manage our demand and keep our phone lines free for those who need them. 

Instead of calling, you can report crimes via our website (including any possible breaches of Coronavirus measures), or using our #LiveChat facility.",1
491,The internet can be an amazing place for #YourChild but parents should remind them that people may now be who they say they are. Find out more at:,1
492,Happy #Diwali to all our followers celebrating in West Yorkshire and beyond.,2
493,"SURVEY| Shape how we use automatic number plate recognition to protect the public. 

Share your views &amp; complete our survey anonymously 

Watch this behind the scenes clip to see how #ANPR works.",3
494,How can you report hate and faith hate crime? During Islamophobia Awareness month we are reminding people of the various ways highlighted on our website:,1
495,"SURVEY| We're after your thoughts to shape how we use automatic number plate recognition (ANPR) to protect the public. 

Share your views by completing our anonymous survey  

Watch this video to see behind the scenes how #ANPR works.",3
496,"Children aged between 4 to 16 years, can design a corporate Christmas card for Greater Manchester Police demonstrating the different roles in Policing and the work we do to keep communities and the people in them safe. For more information",1
497,"If you are worried about any kind of domestic abuse, we have specialist officers who can help",1
498,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale, Halifax in relation to the crime of : Theft non specific #police",3
499,"Please help us manage our demand and keep you safe by not calling us unless it is an emergency.   

You can report crimes via our website (including any possible breaches of Coronavirus measures), or using our #LiveChat facility.",1
500,"#ReportOnline | Our phone lines are forecast to be busier than usual this weekend, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. Find out more here",1
501,"We've been extremely busy with phone calls this week.

Did you know there's other ways you can report a non-emergency crime? 

 #ReportOnline 
 #Livechat  (grey chat button)

Keep the phone lines free for those who need them",1
502,"‘Together we’ve got security covered.’

We’re here to help you. Should you need us please call 101, live chat on our website or in an emergency call 999. 

#Staysafe #WestMidlands",1
503,"National restrictions are now in place until 2 December. For more information on the new measures visit 
 
Please continue to: 
 
Wash hands 
 
Cover face  
 
Make space 

Let's do our bit to help protect the NHS  #COVID19",1
504,#CaughtOnCamera West Yorkshire Police need your help identifying this person in Calderdale in relation to the crime of : Theft non specific #police,3
505,"Your child’s design could be our Force #Christmas card. 

Find out all the information and how to enter:",2
506,Read the full story here:,1
507,"@Tg59911352 Hello, complaints can be addressed through our complaints procedure here:  Other options include complaining via 101, in person at a police station or by contacting the IOPC:  Thank you.",1
508,"Running away is never the answer, there are people who can help solve your problems.

Find out more at:",1
509,"Recorded crime continues to fall across West Yorkshire. In the 12 months to June 2020 when compared to the same period the previous year, the latest @ONS publication reveals significant reductions. 

Find out more, and see the full statistics, at",1
510,"#ScamAlert | We are aware of fraudsters targeting all health conditions from acne, AIDS, cancer, or impotence. Please help us to share this message to safeguard our community. For up to date news on scams follow us on Twitter @gmpfraud",1
511,A candle has been lit at our Wakefield HQ in memory of Sgt John Richard Speed who was killed on this day in 1984. #WeWillRemember,2
512,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield East and South East in relation to the crime of : Theft From Shop #police",3
513,"We've also created a downloadable card for you to print out and put in your window, letting people know that you don't want trick or treaters.

Get your copy here  

Stay safe this season.",1
514,"With the nights drawing in, we've got lots of advice to keep you, your family and home, safe.

 Darkness provide perfect cover for burglars who can easily spot an open window in an empty room, see valuables through curtains, or try a door

More",1
515,"#Fireworks can be set off every day of the year from 7am to 11pm (it's midnight on 5 November).

 You can buy them if you're 18. 

 It's a crime for under 18s to have them in public.

 It's illegal to throw or set them off in public.

More",1
516,"If you need to report ASB, you can get in touch with us via live chat from 8am to midnight. Always call 999 in an emergency.

 Don’t feel pressured to answer the door to unexpected callers.

 If you're expecting a caller, always ask for ID.

More",1
517,"We’re appealing for witnesses following a road rage incident on Oxford Street, Bristol at around 6pm on Tuesday 20 October.

More: 

If you can help, please call 101 quoting crime reference 5220239180.",3
518,"Criminals will target young people and ask them to use their bank accounts for moving money which is linked to crimes such as firearms, drugs and human trafficking. 

Click here to find out more",1
519,"This year, many Halloween traditions are to be avoided due to restrictions that are currently in place across  West Yorkshire.

We are urging the public to enjoy the festivities at home to help stop the spread of Coronavirus. 

More at:",1
520,"Today, we remember PC Mark Goodlad, who sadly lost his life on this day in 2011. #WeWillRemember",2
521,"The clocks go back on Sunday, so here's a quick reminder to not only check your clocks but your home security too.

 As nights get darker we see a rise in break-ins. Burglars lookout for homes that look empty.

  Don't make your home an easy target: Lock up, lights on.",1
522,"#GreaterManchester is now in the 'Very High' local covid alert level
You must
 Not mix with other households indoors 
 Only meet people outdoors in open public spaces in groups of up to 6 
 Reduce the number of journeys 
 Avoid travel outside the area unless needed",1
523,"Stay safe this #Halloween. 

Many traditions such as trick or treating are to be avoided due to restrictions that are currently in place across all of the county of West Yorkshire.",1
524,"West Yorkshire Police has very active staff networks who provide support and guidance to their members.  

Our Black Police Association has provided resources to the force for Black History Month.",1
525,Wishing a happy Navratri to the Hindu community celebrating in West Yorkshire and beyond.,2
526,"@pops_arthjr  Hi Aled, thanks for getting in touch. The social media team wouldn't be able to help with this but you can contact us using the general contact form on our website and your query will be directed to the relevant department:  - thank you",1
527,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds City in relation to the crime of : Burglary #police",3
528,"It only takes two seconds to put on a mask, and it helps save lives. 

Gov guidance: 

#HandsFaceSpace #SafeGM",1
529,Have you thought about getting a steering lock for your car? It’s a simple and a visual deterrent that adds an extra layer of security to your car.,1
530,"Please protect yourself and others by wearing a mask, washing your hands and staying socially distant. 

Gov guidance: 

#HandsFaceSpace #SafeGM",1
531,Are you worried that your partner is tracking you online or checking your phone? This could be domestic abuse,1
532,"Did you know you can contact our Customer Contact Centre (in a non-emergency) by using our ""101 Live Chat"" system. For times when it may not be convenient to call.

Save time, do it on line.",1
533,"Three simple actions we must all do to keep on protecting each other 

 Keep washing your hands regularly

 Wear a face covering in enclosed spaces

 Stay at least 2 metres apart

Keep up to date with the guidance:",1
534,"There are simple but effective ways we can all help prevent the spread of coronavirus:

 Wash your hands

 Wear a face covering

 Make space

More info here: 

#HandsFaceSpace #SafeGM",1
535,"@WASP_BS7 Hi, we can't take reports via Twitter as it's not monitored 24/7. You can report parking infringements to the local council:  Or report parking obstructions to your local policing team:",1
536,"You must wear a face covering (unless exempt) on public transport , in shops and supermarkets , and other enclosed spaces . This is both for your safety and the safety of others.

Find full information here  

#SafeGM",1
537,"Fines for not wearing a face covering will double for those who repeatedly do not wear one in areas that you are advised to (unless exempt).

Find more information on face coverings here: 

#SafeGM",1
538,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds North East in relation to the crime of : Theft From Shop #police",3
539,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Leeds, Leeds West in relation to the crime of : Theft #police",3
540,"Has your car got keyless entry? 

Have a read about what you can do to protect your vehicle.",1
541,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Wakefield, Wakefield North East and Rural in relation to the crime of : Theft From Shop #police",3
542,"If you have symptoms of COVID-19 or have tested positive, you must self-isolate for at least 10 days. 

Not only will this protect you from a potential £1,000 fine, but it will also help protect others from catching it.

More info",1
543,"You could be contagious with #coronavirus without having developed symptoms yet, wear a face covering and protect each other .

More info  

#SafeGM",1
544,Are you worried that your partner is trying to control your behaviour? This could be domestic abuse,1
545,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Dewsbury in relation to the crime of : Public Order #police",3
546,"If someone’s offered you money or expensive gifts in exchange for putting their money in your bank account, it might seem like a quick win, but there is probably a catch. Find out more at:",1
547,90 people die each year because their smoke alarm is not working. Don’t become a statistic – test your smoke alarm today.  #SafeHome20,1
548,"You must wear a face covering (unless exempt) on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others.
Find full information here: 
#SafeGM",1
549,"There are simple but effective ways in which we can all help prevent the spread of coronavirus:
Wash your hands
Wear a face covering
Make space
More info here: 
#HandsFaceSpace #SafeGM",1
550,"Latest #Police Staff #Job

Crime Scene Surveyor 
Regional Scientific Support Services
#Wakefield

Salary £29,064 - £30,951 per annum
Vacancy Ref – RS337

The application process will close at 23:55 hours on Friday 9th October 2020.

Apply online at:",1
551,"#SafeGM | Pubs, bars &amp; restaurants now close at 10pm
 
If you’re out this evening, it’s important to plan your journey home   
 
 Remember your face covering if you’re using public transport, taxis or a private hire service
 
 Don’t drink &amp; drive",1
552,"There are simple but effective ways in which we can all help prevent the spread of coronavirus:
Wash your hands
Wear a face covering
Make space
More info here: 
#HandsFaceSpace #SafeGM",1
553,"Please protect yourself and others by wearing a mask , washing your hands  and staying socially distant . 
Full Gov guidance: 
#HandsFaceSpace #SafeGM",1
554,"#SafeGM | Pubs, bars &amp; restaurants now close at 10pm
 
If you’re out this weekend, please plan your journey home. It may be busier after 10pm

If using public transport: 
 wear a face covering
 keep your distance
 follow guidance

Follow @OfficialTfGM for travel advice",1
555,"Have you been offered some ‘easy money’ just for allowing someone else to use your bank account? If something seems too good to be true, it probably is. See our website for more information",1
556,"Thank you to everyone who is continuing to: 

Limit contact with others
 Wash hands 
Wear a face covering 
 Keep your distance 

By following these rules, you are protecting yourselves and your loved ones",1
557,"If you go to a pub or restaurant, you now have to wear a mask when you’re not seated.

The country is at a critical point, let's all do our bit to help stop the spread of #coronavirus.",1
558,"Pubs and restaurants are now required to shut at 10pm as part of efforts to stop the spread of #coronavirus.

We’ll be out this weekend making sure they stick to the rules, and helping and encouraging the public to do their bit.",1
559,"If you are deaf, hard of hearing or speech-impaired there are various methods you can use to get in contact with the emergency services

See our image below for examples of when to use 101 Live Chat or TypeTalk 18001 101

Find out more at: 

#IWDeaf #Deaf",1
560,"Three years on from the murder of Jude Gayle, 30, in #WestNorwood #Lambeth police continue to appeal for information to identify his attacker. Can you help? Please call 0208 721 4961 with info or to remain anonymous visit crimestoppers_uk.org.",3
561,"@BathCA Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
562,"You must wear a face covering (unless exempt) on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others.

Find full information here  

#SafeGM",1
563,"We know it isn't easy for everyone to self-isolate.  

Support is available to help you do this and stop coronavirus in Greater Manchester. 
 

Local authority community hubs can also help",1
564,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Serious Offence #police",3
565,"We know that some people may be affected by the Manchester Arena Inquiry. The inquiry is expected to last for several months. If you're struggling, the GM Resilience Hub is open Mon to Thurs 9am to 5pm and Fri 9am - 1pm. Phone 0333 009 5071 or Email gm.help@nhs.net",1
566,"#ScamAlert | Greater Manchester Police have seen an increase in reports of phishing emails relating to fraudsters purporting to be offering victims refunds for TV Licensing. Please share to help protect our community. For latest info &amp; scams, please follow us on twitter @gmpfraud",1
567,"Remember to wash your hands , cover your face  and make space . It's important to do all three to help reduce the spread of coronavirus. 

Full Gov guidance  

#HandsFaceSpace #SafeGM",1
568,"Remember, we all have a part to play in reducing the spread of coronavirus  

 Limit contact with others
 Wash hands 
 Wear a face covering 
  Keep your distance 

By following these rules, we are protecting ourselves and our loved ones",1
569,Shana Tova to all those celebrating #RoshHashanah across West Yorkshire and beyond.,2
570,"@anniehysterical Hi Annie, thank you for your message. Sorry to hear that you have been kept waiting. Officers will be in contact as soon as duties allow.",2
571,@ChristopherEmm4 Hi Christopher – thanks for your message. We can’t take info or reports via social media. Please use our online form to report breaches of COVID-19 regulations or call 101 if the breach is happening now:  - thank you.,1
572,#ScamAlert | We have seen an increase in hot tub frauds since the start of the pandemic. Please share this message to protect our community. For up to date information and latest scams please follow us on twitter @gmpfraud.,1
573,"@JustAH0bbit Hello, thank you for contacting us. Social Media is not monitored 24/7. We do not accept reports via social media. You can report crime and incidents on our website here:  or through our livechat service. You can also report through 101. Thank you.",1
574,"Remember, we all have a part to play in reducing the spread of coronavirus 

 Limit contact with other people
  Wash hands 
 Wear a face covering 
 Keep your distance 

By following these rules, we are protecting ourselves and our loved ones",1
575,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Public Order #police",3
576,"The family of Jacob (pictured) said: “He was a funny, caring and wonderful person who was loved by every single person he met.""",2
577,The internet can be an amazing place for #YourChild but parents should remind them that people may now be who they say they are.,1
578,"Did you know, you can get the latest update on the status of a previously reported crime, by entering your crime reference number on our Local Crime Tracker : 
Save time, do it online.",1
579,"#ReportOnline | Our phone lines are forecast to be busier than usual this weekend, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. 

Find out more here",1
580,"A number of Positive Action recruitment events will be taking place soon. 

These events are intended for people from BAME backgrounds to enable them to find out more about police officer recruitment. 

For a full list of events, please see here:",1
581,"Today, we remember PC Andrew Winterburn, who sadly lost his life on this day in 2003. #WeWillRemember",2
582,"Did you know, you can report certain crimes on our website - in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online.",1
